alpha,conflict,beta,error,addrcity,addrpostcode,addrstreet,building,buildinglevels,image,loc_name,mapillary,name,namede,nameen,namees,namefr,namenl,namepcd,namezh,refUrbIS,rooflevels,tourism,wheelchair,wikidata,wikipedia,addrcityfr,addrcitynl,addrhousenumber,addrstreetfr,addrstreetnl,nameetymologywikidata,sourcegeometryref,sourcegeometryversion,contactwebsite,opening_hours,operator,sensortype,shop,surveillance,surveillanceoperator,surveillancetype,addrcountry,source,proposedname,construction,office,height,layer,location,min_height,level,roofmaterial,roofshape,brand,brandwikidata,brandwikipedia,contactfacebook,contactinstagram,fax,internet_access,internet_accessfee,phone,rooms,smoking,stars,start_date,website,air_conditioning,bar,reservation,amenity,contactphone,dispensing,healthcare,opening_hourssigned,description,contactlinkedin,outdoor_seating,brewery,craft,microbrewery,contactemail,note,cuisine,alt_name,toiletswheelchair,dietvegan,dietvegetarian,toilets,toiletsaccess,toiletsdescription,toiletsfee,old_name,sport,gay,alt_namees,denomination,religion,wikipedianl,operatorwikidata,internet_accessssid,operatortype,shelter_type,takeaway,area,bicycle,highway,lit,namear,nameit,nameja,namela,namelanguage,nameli,nameml,namevls,place,surface,wheelchairdescription,alt_nameen,barrier,heritagewebsite,historic,man_made,towertype,email,contactfax,short_name,crossing,crossingisland,tactile_paving,crossing_ref,button_operated,traffic_signalssound,direction,traffic_signals,traffic_signalsdirection,maxspeed,oneway,onewaybicycle,sourcemaxspeed,short_namefr,short_namenl,cyclewayright,lanes,lanespsv,parkingconditionright,parkinglaneleft,parkinglaneright,busway,sidewalk,cyclewayleft,onewaypsv,lane_markings,footwaysurface,cycleway,access,tunnel,service,foot,indoor,covered,conveying,footway,noname,bus,public_transport,emergency,horse,motor_vehicle,taxi,vehicle,route_ref
highway,proposed:highway highway landuse,residential,no,,,,,,,,,Rue Auguste Orts - Auguste Ortsstraat,,,,Rue Auguste Orts,Auguste Ortsstraat,,,,,,,,,,,,,,Q2871354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,yes,,,,,,,,,,paving_stones,,,,,,,,,,Rue Orts - Otsstraat,,,,,,,,,,30.0,,,BE-BRU:urban,Rue Orts,Otsstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,proposed:highway highway landuse,residential,no,,,,,,,,,Rue de l'?ëv?¬que - Bisschopsstraat,,,,Rue de l'?ëv?¬que,Bisschopsstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,yes,BE-BRU:urban,,,share_busway,2.0,1.0,ticket,no_stopping,parallel,,,,,,,,,,,,,,,,,,,,,,,,
highway,proposed:highway highway landuse,residential,no,,,,,,,,,Rue de l'?ëv?¬que - Bisschopsstraat,,,,Rue de l'?ëv?¬que,Bisschopsstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,yes,BE-BRU:urban,,,share_busway,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,
highway,proposed:highway highway landuse,residential,no,,,,,,,,,Rue de l'?ëv?¬que - Bisschopsstraat,,,,Rue de l'?ëv?¬que,Bisschopsstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,yes,BE-BRU:urban,,,,,,,,,,both,,,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue de la Vierge Noire - Zwarte Lievevrouwstraat,,,,Rue de la Vierge Noire,Zwarte Lievevrouwstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,lane,2.0,,,,,,,share_busway,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue de Laeken - Lakensestraat,Lakener Stra?e,,,Rue de Laeken,Lakensestraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,shared_lane,2.0,,,,,,separate,lane,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Van Artevelde - Arteveldestraat,,,,Rue Van Artevelde,Arteveldestraat,,,,,,,,,,,,,,Q359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,,2.0,,,,,,,share_busway,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue des Poissonniers - Visverkopersstraat,,,,Rue des Poissonniers,Visverkopersstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,,2.0,,,no_stopping,parallel,,,lane,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue de la Vierge Noire - Zwarte Lievevrouwstraat,,,,Rue de la Vierge Noire,Zwarte Lievevrouwstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,,2.0,,,,,,,lane,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Van Artevelde - Arteveldestraat,,,,Rue Van Artevelde,Arteveldestraat,,,,,,,,,,,,,,Q359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,,2.0,,,,,,,share_busway,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Van Artevelde - Arteveldestraat,,,,Rue Van Artevelde,Arteveldestraat,,,,,,,,,,,,,,Q359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,no,,BE-BRU:urban,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue de la Vierge Noire - Zwarte Lievevrouwstraat,Schwarzfrauengasse,,,Rue de la Vierge Noire,Zwarte Lievevrouwstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,lane,2.0,,,no_stopping,parallel,,right,share_busway,no,,sett,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Van Artevelde - Arteveldestraat,,,,Rue Van Artevelde,Arteveldestraat,,,,,,,,,,,,,,Q359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,no,,BE-BRU:urban,,,,1.0,,,,,,,share_busway,,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Van Artevelde - Arteveldestraat,,,,Rue Van Artevelde,Arteveldestraat,,,,,,,,,,,,,,Q359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,,2.0,,,,,,,share_busway,no,,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Antoine Dansaert - Antoine Dansaertstraat,,,,Rue Antoine Dansaert,Antoine Dansaertstraat,,,,,,,,,,,,,,Q2853839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,no,,BE-BRU:urban,,,,,,,,,,separate,,,no,,lane,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Antoine Dansaert - Antoine Dansaertstraat,,,,Rue Antoine Dansaert,Antoine Dansaertstraat,,,,,,,,,,,,,,Q2853839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,no,,BE-BRU:urban,,,,,,,,,,separate,,,no,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Antoine Dansaert - Antoine Dansaertstraat,,,,Rue Antoine Dansaert,Antoine Dansaertstraat,,,,,,,,,,,,,,Q2853839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,no,,BE-BRU:urban,,,,,,,,,,separate,,,no,,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue de la Vierge Noire - Zwarte Lievevrouwstraat,Schwarzfrauengasse,,,Rue de la Vierge Noire,Zwarte Lievevrouwstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,lane,2.0,,,no_stopping,parallel,,right,share_busway,no,,sett,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue de la Vierge Noire - Zwarte Lievevrouwstraat,Schwarzfrauengasse,,,Rue de la Vierge Noire,Zwarte Lievevrouwstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,yes,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,shared_lane,2.0,,,no_stopping,parallel,,right,share_busway,no,,sett,,,,,,,,,,,,,,,,,,
highway,highway,tertiary,no,,,,,,,,,Rue Van Artevelde - Arteveldestraat,,,,Rue Van Artevelde,Arteveldestraat,,,,,,,,,,,,,,Q359165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tertiary,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,30.0,yes,no,BE-BRU:urban,,,,2.0,,,,,,,share_busway,no,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Rue de la M?óchoire - Kinnebakstraat,,,,Rue de la M?óchoire,Kinnebakstraat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Wekkergang - Impasse du R?®veil,,,,Impasse du R?®veil,Wekkergang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse des Cadeaux - Geschenkengang,,,,Impasse des Cadeaux,Geschenkengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse Saint-Nicolas - Sint-Nikolaasgang,,,,Impasse Saint-Nicolas,Sint-Nikolaasgang,,,,,,,,,,,,,,Q44269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse des M?®tiers - Ambachtengang,,,,Impasse des M?®tiers,Ambachtengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alley,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Galerie du Centre - Centrumgalerij,,,,Galerie du Centre,Centrumgalerij,,,,,,,Q23043140,nl:Centrumgalerij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse des Cadeaux - Geschenkengang,,,,Impasse des Cadeaux,Geschenkengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse Saint-Nicolas - Sint-Nikolaasgang,,,,Impasse Saint-Nicolas,Sint-Nikolaasgang,,,,,,,,,,,,,,Q44269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse Saint-Nicolas - Sint-Nikolaasgang,,,,Impasse Saint-Nicolas,Sint-Nikolaasgang,,,,,,,,,,,,,,Q44269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,no,,,,,,,,,,sett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private,,,private,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,destination,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,paving_stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,destination,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,destination,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,Impasse des Cadeaux - Geschenkengang,,,,Impasse des Cadeaux,Geschenkengang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,building_passage,,,,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,underground,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,underground,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,underground,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0,underground,,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
highway,highway construction,footway,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,
