alpha,conflict,beta,error,building,name,website,addrcity,addrstreet,addrhousenumber,amenity,buildinglevels,smoking,wheelchair,healthcare,namefr,namede,nameen,namees,nameit,namenl,namepl,namept,office,alt_name,addrpostcode,email,fax,healthcarecounselling,healthcarespeciality,opening_hours,phone,nameru,tourism,facebook,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,capacity,parking,access,fee,supervised,surface,operator,dispensing,nameold,wikidata,contactinstagram,emergency,park_ride,drive_through,paymentcash,paymentcredit_cards,paymentdebit_cards,designation,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,crossing,highway,crossing_ref,source,kerb,traffic_signalsdirection,traffic_signals,direction,lanes,taxi,lanesboth_ways,maxspeed,old_name,oneway,parkinglaneboth,service,parkinglane,FIXME,junction,bicycle,cycleway,foot,horse,noexit,sidewalk,parkinglaneleft,covered,parkinglaneright,destination,maxweight,motor_vehicle
highway,highway building,residential,no,,Gil Vicente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Louren?ºo Mendes Concei?º?úo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,2.0,,,40.0,Antonio Manuel de Noronha,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Augusto Silv?®rio Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,Jos?® de Anchieta,yes,parallel,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Nicolau Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Nicolau Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Nicolau Castelo Branco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Alfredo Felner,,,,,,,,,,,,,,,,,,,Rua da Cinquentinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa Conde do Ficalho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,,yes,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da ?ìndia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,yes,yes,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Largo do Cruzeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,roundabout,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Cabo Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da Guine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da Guine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Ferreira do Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Cust??dio Bento de Azevedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,yes,parallel,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Ant??nio Bruto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,yes,parallel,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Suba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Lu?¡s Pasteur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Jo?úo Conrad Langue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Amizade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua dos Coron?®is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da Jac??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua da Converse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Pica Pau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,dirt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Francisco Pereira Africano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,Antonio Nobre,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Centro Cultural Agostinho Neto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Ambaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa Comandante Bula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,Travessa M. de Sao Paulo,,,,,,,yes,opposite,yes,,,,,,,,,
highway,highway building,residential,no,,Rua da Companhia de Jesus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Engenheiro Armindo de Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Dom Abreu Brito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Vereador Fernando da Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Feo Torres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua Engenheiro Armindo de Andrade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Travessa da Bela Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Umbuila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Cristov?úo Falc?úo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,yes,,,,,,,,,,,,,,parallel,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Ferreira do Amaral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Sebasti?úo Desta Vez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Sebasti?úo Desta Vez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,yahoo,,,,,,,,,Del-Rei D. Diniz,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Francisco S?í de Miranda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,1.0,,,,,yes,,,,,,,,,,,,,,parallel,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua de Santos Drummont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ground,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Travasso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Povo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,Rua do Bairro Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highway,highway building,residential,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residential,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
